EmployeeNumber,Age,Department,JobRole,Cluster,Attrition_Probability,Priority,Num_Actions,Recommendations
14,35,Research & Development,Laboratory Technician,1,0.008998822911065154,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
15,29,Research & Development,Laboratory Technician,1,0.02226805746576403,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
16,31,Research & Development,Research Scientist,1,0.010558651907174107,Normal,9, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
18,34,Research & Development,Laboratory Technician,1,0.019938634794123267,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
19,28,Research & Development,Laboratory Technician,1,0.9757672563339498,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
20,29,Research & Development,Manufacturing Director,0,0.012676165907122923,Normal,14, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
21,32,Research & Development,Research Scientist,1,0.00744820227917314,Normal,6, Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
22,22,Research & Development,Laboratory Technician,1,0.043877730697889694,Normal,3, Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire
23,53,Sales,Manager,0,0.006081934883497856,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
24,38,Research & Development,Research Scientist,1,0.020837938140620536,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
26,24,Research & Development,Manufacturing Director,1,0.003726018150886827,Normal,6, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
27,36,Sales,Sales Representative,1,0.8571547053054799,URGENT,8, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
28,34,Research & Development,Research Director,0,0.01831410643772674,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
30,21,Research & Development,Research Scientist,1,0.054614580266301276,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
31,34,Research & Development,Research Scientist,1,0.3485083303359875,Moyen,6, RISQUE MOYEN D'ATTRITION | → Suivi régulier avec le manager |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
32,53,Research & Development,Manager,0,0.011234416241883231,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
33,32,Research & Development,Research Scientist,1,0.9566965625645084,URGENT,15, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
35,42,Sales,Sales Executive,1,0.024436286804442223,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
36,44,Research & Development,Healthcare Representative,0,0.03854279765939079,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
38,46,Sales,Manager,0,0.007198820875967115,Normal,4, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
39,33,Research & Development,Laboratory Technician,1,0.06024393384490003,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
40,44,Research & Development,Healthcare Representative,1,0.008953934328908989,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
41,30,Research & Development,Laboratory Technician,1,0.032739122413427316,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
42,39,Sales,Sales Representative,1,0.7536975129872088,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
45,24,Research & Development,Research Scientist,1,0.8764915661925733,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
46,43,Research & Development,Research Scientist,1,0.004150007321203828,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
47,50,Sales,Sales Representative,1,0.968355315115652,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
49,35,Sales,Sales Representative,1,0.019593146137081217,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
51,36,Research & Development,Research Scientist,1,0.05713814840853786,Normal,4, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
52,33,Sales,Sales Executive,1,0.02173297296954617,Normal,4, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
53,35,Research & Development,Laboratory Technician,1,0.028357515472761226,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
54,27,Research & Development,Laboratory Technician,1,0.028759493741861552,Normal,7, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
55,26,Research & Development,Laboratory Technician,1,0.957285424409855,URGENT,16, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
56,27,Sales,Sales Executive,0,0.019128457676983162,Normal,3, Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
57,30,Research & Development,Laboratory Technician,0,0.031133345259321252,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
58,41,Research & Development,Research Director,0,0.8662964186828822,URGENT,11, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
60,34,Sales,Sales Executive,0,0.023019048824129067,Normal,10, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
61,37,Research & Development,Research Scientist,1,0.04620326553662,Normal,3, Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
62,46,Sales,Sales Executive,0,0.04832067089408939,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
63,35,Research & Development,Laboratory Technician,1,0.009071917418318375,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
64,48,Research & Development,Laboratory Technician,1,0.8202138677351916,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
65,28,Research & Development,Laboratory Technician,1,0.8123331839631323,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire
68,44,Sales,Sales Executive,1,0.040608366643440426,Normal,7, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire
70,35,Research & Development,Healthcare Representative,1,0.014100706878573318,Normal,4, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
72,26,Sales,Sales Executive,1,0.055251427751675714,Normal,9, Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
73,33,Research & Development,Research Director,0,0.03410023471089793,Normal,10, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
74,35,Sales,Sales Executive,0,0.03515562468254752,Normal,4, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
75,35,Research & Development,Laboratory Technician,1,0.030756375710244668,Normal,7, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
76,31,Research & Development,Laboratory Technician,1,0.011486584154755487,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
77,37,Research & Development,Manufacturing Director,1,0.00825438824990047,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
78,32,Research & Development,Manufacturing Director,0,0.01526695455266625,Normal,7, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
79,38,Research & Development,Laboratory Technician,0,0.02641107437261543,Normal,10, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
80,50,Research & Development,Research Director,0,0.028128099094435203,Normal,7, Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
81,59,Sales,Sales Executive,0,0.04897578635683535,Normal,17, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
83,36,Research & Development,Healthcare Representative,0,0.013235268667314344,Normal,4, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
84,55,Research & Development,Manager,1,0.010392660479929835,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
85,36,Research & Development,Manufacturing Director,1,0.024562626753387686,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
86,45,Research & Development,Research Scientist,1,0.014462607493148991,Normal,4, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
88,35,Research & Development,Research Scientist,1,0.026560129425785232,Normal,7, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
90,36,Research & Development,Research Scientist,1,0.8248847248896922,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
91,59,Sales,Sales Executive,1,0.04273576481667697,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
94,29,Research & Development,Research Scientist,1,0.006044096365665073,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
95,31,Research & Development,Research Scientist,1,0.10308955747360957,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
96,32,Research & Development,Research Scientist,1,0.008432069386801183,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
97,36,Research & Development,Laboratory Technician,1,0.007524129956064555,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
98,31,Research & Development,Manufacturing Director,1,0.011135613784282732,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
100,35,Sales,Sales Executive,0,0.02852865484897637,Normal,7, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
101,45,Research & Development,Research Director,1,0.039003186957686155,Normal,4, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
102,37,Research & Development,Research Director,1,0.024232897233238026,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
103,46,Human Resources,Human Resources,1,0.08106034129939305,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
104,30,Research & Development,Laboratory Technician,1,0.014187517551724819,Normal,6, Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
105,35,Research & Development,Research Scientist,1,0.020439405789746692,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
106,55,Sales,Sales Executive,1,0.013116030784453697,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
107,38,Research & Development,Research Scientist,0,0.026022257823817323,Normal,3, Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
110,34,Research & Development,Manufacturing Director,1,0.025263567914604573,Normal,6, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
112,56,Research & Development,Manufacturing Director,0,0.022267751004332065,Normal,6, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
113,23,Sales,Sales Representative,1,0.06517889705708214,Normal,4, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
116,51,Research & Development,Laboratory Technician,1,0.019908622820162487,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
117,30,Research & Development,Healthcare Representative,0,0.01185317478670101,Normal,7, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
118,46,Sales,Sales Executive,0,0.5012020726336619,Moyen,2, RISQUE MOYEN D'ATTRITION | → Suivi régulier avec le manager
119,40,Research & Development,Healthcare Representative,0,0.010370086967932386,Normal,4, Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
120,51,Sales,Sales Executive,1,0.09357045809969004,Normal,10, Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
121,30,Sales,Sales Executive,0,0.03188504431585981,Normal,3, Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire
124,46,Research & Development,Healthcare Representative,0,0.008801699397836356,Normal,11, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
125,32,Sales,Sales Executive,0,0.06644721248349861,Normal,3, Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
126,54,Research & Development,Research Director,1,0.013176972656288677,Normal,7, Équilibre vie-travail insuffisant | → Réduction des heures supplémentaires | → Télétravail ou horaires flexibles | → Programme de bien-être |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
128,24,Sales,Sales Executive,1,0.023020002325634618,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
129,28,Sales,Sales Executive,1,0.010302909321628537,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
131,58,Sales,Sales Executive,0,0.026647744599908617,Normal,3, Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
132,44,Research & Development,Laboratory Technician,1,0.008659547964207547,Normal,6, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
133,37,Human Resources,Human Resources,1,0.8978123257519552,URGENT,11, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
134,32,Research & Development,Research Scientist,1,0.06752991147119637,Normal,4, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
137,20,Research & Development,Laboratory Technician,1,0.8692741638440659,URGENT,4, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé
138,34,Research & Development,Research Scientist,0,0.01091552602056559,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
139,37,Research & Development,Healthcare Representative,1,0.004383116659000738,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
140,59,Human Resources,Manager,0,0.0014100531613837246,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
141,50,Research & Development,Research Director,0,0.041297969495089605,Normal,9, Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
142,25,Sales,Sales Executive,1,0.7591661129775564,URGENT,7, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
143,25,Research & Development,Research Scientist,1,0.015085499959224945,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
144,22,Research & Development,Laboratory Technician,1,0.06613557557554456,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
145,51,Research & Development,Healthcare Representative,0,0.03552852401446582,Normal,17, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires |  Formation insuffisante | → Programme de formation continue | → Certifications professionnelles
147,34,Research & Development,Laboratory Technician,1,0.8754589106445692,URGENT,10, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
148,54,Human Resources,Manager,0,0.006420100046657057,Normal,3, Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
150,24,Research & Development,Laboratory Technician,1,0.012453447653481636,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
151,34,Research & Development,Research Scientist,1,0.00672851968812205,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
152,37,Sales,Sales Executive,1,0.016695726858557115,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
153,34,Research & Development,Manager,0,0.0077558054391018046,Normal,4, Satisfaction au travail faible | → Évaluation des tâches et responsabilités | → Possibilité de changement de rôle ou projet | → Formation pour développement de compétences
154,36,Sales,Sales Executive,0,0.013819871364346136,Normal,3, Profil stable | → Maintenir les conditions actuelles | → Suivi de routine
155,36,Research & Development,Laboratory Technician,1,0.027543133429880205,Normal,3, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau
158,43,Sales,Manager,0,0.006330475084189156,Normal,3, Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
159,30,Research & Development,Research Scientist,1,0.04269124812883554,Normal,9, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
160,33,Sales,Sales Executive,1,0.006825997092306917,Normal,3, Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
161,56,Research & Development,Research Scientist,1,0.877872546638262,URGENT,4, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé
162,51,Research & Development,Research Director,0,0.008190932422512669,Normal,7, Insatisfaction environnement de travail | → Amélioration des conditions de travail | → Changement d'équipe ou de bureau |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités
163,31,Sales,Sales Executive,0,0.8562083877528651,URGENT,14, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Surcharge de travail détectée | → Redistribution de la charge de travail | → Embauche d'un support supplémentaire |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Faible implication au travail | → Projets stimulants et motivants | → Reconnaissance et valorisation
164,26,Research & Development,Research Scientist,1,0.025592546505497214,Normal,3, Salaire en dessous de la moyenne | → Révision salariale recommandée | → Bonus ou avantages supplémentaires
165,58,Research & Development,Healthcare Representative,0,0.9606099363506247,URGENT,11, RISQUE ÉLEVÉ D'ATTRITION | → Entretien individuel immédiat avec le manager | → Révision salariale prioritaire | → Plan de rétention personnalisé |  Stagnation de carrière | → Plan de développement de carrière | → Évaluation pour promotion | → Nouvelles responsabilités |  Distance domicile-travail importante | → Télétravail partiel ou complet | → Aide au transport
